finn_car_id,product_brand,purchasing_model,purchasing_model_line,product_fuel,helper_subscription_handover_date,product_body_type,delivery_compound_location
3mqnov0d,Polestar,2,Long Range Single Motor,Elektro,,Limousine,compound_catzuelpich_zülpich
3mriqfqw,Fiat,500,Lounge,Benzin (mild-hybrid),2022-09-20,Kleinwagen,compound_mosolf_ketzin
3ms4adyc,Peugeot,508 SW,Allure,Benzin,2022-07-25,Kombi,dealer_eder_peugeot_rosenheim
3msv51ad,Jeep,Compass,Upland,Plug-In-Hybrid,,SUV,
3msx48hs,Nissan,Qashqai,N-Connecta,Benzin (mild-hybrid),2022-12-14,SUV,compound_blg_d2c_atn2_neuss
3mwxcbwu,Fiat,500C,Dolcevita,Benzin (mild-hybrid),,Cabriolet,compound_mosolf_ketzin
3mxm8m3l,BMW,2er Cabrio,Modell Advantage,Benzin,,Cabriolet,compound_akb_schoeneck
3mycgvhc,Tesla,Model Y,Long Range,Elektro,,SUV,compound_akb_kitzingen
3mz2xmzb,Kia,Ceed,Vision,Benzin,,Limousine,compound_blg_duisburg
3mz5wbrd,Skoda,Karoq,CLEVER,Benzin,,SUV,dealer_feser_nürnberg
3n0t9rgc,Tesla,Model Y,Long Range,Elektro,,SUV,compound_akb_kitzingen
3n1rg85s,Opel,Corsa e,GS Line,Elektro,,Limousine,dealer_siebrecht_d2c_uslar
3n3kwxan,Opel,Corsa,Elegance,Benzin,,Limousine,dealer_siebrecht_d2c_uslar
3n3pst4i,Opel,Grandland,Ultimate,Benzin,2022-09-02,SUV,compound_blg_neuss
3n3qmy4q,Kia,Ceed Sportswagon,Spirit,Plug-In-Hybrid,,Kombi,compound_blg_saalanderdonau
3n03x9ph,Renault,Zoe,Intens,Elektro,2022-07-04,Limousine,compound_blg_duisburg
3n4yc96z,Opel,Zafira Life,Edition M,Diesel,2022-08-05,Van,compound_blg_saalanderdonau
3n5osu2p,Fiat,500C,Dolcevita,Benzin (mild-hybrid),,Cabriolet,compound_mosolf_ketzin
3n5vayv9,Tesla,Model Y,Long Range,Elektro,,SUV,compound_akb_kitzingen
3n6grjgt,Nissan,Qashqai,N-Connecta e-POWER,Benzin,,SUV,compound_blg_d2c_atn2_neuss
3n6p0rky,BMW,X7,M Sportpaket,Diesel,2022-12-22,SUV,compound_akb_kitzingen
3n6zc8z7,Fiat,500 e,ICON,Elektro,2022-07-09,Kleinwagen,compound_mosolf_kippenheim
3n7d4522,Nissan,Leaf,N-Connecta,Elektro,2022-09-28,Limousine,compound_blg_d2c_atn2_neuss
3n9a65i0,Opel,Mokka e,GS Line,Elektro,,SUV,dealer_siebrecht_d2c_uslar
3n9z3yef,Polestar,2,Pilot Plus,Elektro,,Limousine,dealer_eder_polestar_muenchen
3n99ikhi,Mitsubishi,Eclipse Cross,Plus,Plug-In-Hybrid,,SUV,compound_blg_neuss
3n733jht,Tesla,Model 3,Long Range,Elektro,2023-01-12,Limousine,compound_akb_kitzingen
3na41n80,Fiat,500,Dolcevita,Benzin (mild-hybrid),2022-12-10,Kleinwagen,compound_mosolf_ketzin
3naaubr2,Kia,XCeed,Vision,Plug-In-Hybrid,2022-10-14,SUV,compound_blg_saalanderdonau
3nad0f0p,MINI,Cabrio,Classic Trim,Benzin,,Cabriolet,compound_akb_schoeneck
3nafyqqa,Jeep,Compass,Limited,Benzin,2022-04-12,SUV,compound_mosolf_kippenheim
3nag8jsg,Tesla,Model 3,Long Range,Elektro,2023-01-04,Limousine,compound_akb_kitzingen
3ncnmfv8,Citroen,C3,Shine Pack,Benzin,2022-11-25,Limousine,compound_akb_kitzingen
3nftxisg,Nissan,Primastar,Tekna,Diesel,,Van,compound_blg_d2c_atn2_neuss
3ngspxw4,Opel,Corsa e,GS Line,Elektro,,Limousine,dealer_siebrecht_d2c_uslar
3nhy1ug5,Opel,Mokka,GS Line,Benzin,,SUV,dealer_siebrecht_d2c_uslar
3nijf31s,Opel,Mokka e,GS Line,Elektro,,SUV,dealer_siebrecht_d2c_uslar
3ninwxij,Land Rover,Range Rover Evoque,R-Dynamic SE,Diesel (mild-hybrid),2022-12-15,SUV,dealer_ahgeisser_karlsruhe
3nj1tdrn,Fiat,500,Cult,Benzin (mild-hybrid),2022-04-13,Kleinwagen,compound_akb_schoeneck
3nkdvbua,Kia,ProCeed,GT,Benzin,,Kombi,compound_blg_duisburg
3nlxcwlj,Jeep,Compass,Upland,Plug-In-Hybrid,,SUV,compound_mosolf_kippenheim
3nlz3fe8,BMW,3er Touring,Modell Advantage,Benzin,,Kombi,compound_akb_schoeneck
3npb0gqf,Kia,Ceed,Vision,Benzin,,Limousine,compound_blg_duisburg
3npo7f53,Citroen,C4,Shine,Benzin,2023-02-16,Limousine,compound_akb_kitzingen
3nq0ldyc,Audi,Q3 Sportback,S line,Plug-In-Hybrid,,SUV,compound_akb_kitzingen
3nqj3cvx,Opel,Insignia ST,Elegance,Diesel,,Kombi,compound_blg_neuss
3nr4tfx7,BMW,2er Gran Coupé,Modell Sport Line,Benzin,,Coupé,compound_akb_schoeneck
3nw1d2xs,Nissan,Primastar,Tekna,Diesel,,Van,compound_blg_d2c_atn2_neuss
3nw4s31e,Nissan,Qashqai,N-Connecta,Benzin (mild-hybrid),,SUV,compound_blg_d2c_atn2_neuss
3nw7ac9v,Jeep,Compass,Limited,Benzin,2022-12-10,SUV,compound_mosolf_kippenheim
3nwqttvg,Jeep,Compass,S,Plug-In-Hybrid,2023-02-16,SUV,compound_mosolf_ketzin
3nzm2w5m,Opel,Corsa,Elegance,Benzin,,Limousine,dealer_siebrecht_d2c_uslar
3o0q2udk,Hyundai,KONA Elektro,Trend – Facelift 2021,Elektro,,SUV,compound_blg_saalanderdonau
3o4j2gwb,Opel,Corsa,Elegance,Benzin,,Limousine,dealer_siebrecht_d2c_uslar
3o5fyscg,Kia,ProCeed,GT,Benzin,,Kombi,compound_blg_duisburg
3o5p4rzl,Opel,Grandland X,Elegance,Benzin,2022-06-07,SUV,dealer_siebrecht_d2c_uslar
3o7h2ycc,BMW,iX,Sportpaket,Elektro,2022-12-07,SUV,compound_akb_kitzingen
3o743wd7,Opel,Astra ST,GS Line,Plug-In-Hybrid,,Kombi,dealer_siebrecht_d2c_uslar
3oclo88a,Peugeot,508 SW,Allure,Benzin,2022-08-31,Kombi,dealer_eder_peugeot_rosenheim
3of3nq1e,Opel,Mokka e,GS Line,Elektro,,SUV,dealer_siebrecht_d2c_uslar
3ogmaq5k,BMW,X7,Design Pure Excellence,Diesel,,SUV,compound_akb_schoeneck
3ohusxwx,Mitsubishi,Eclipse Cross,Plus,Plug-In-Hybrid,2022-07-20,SUV,compound_blg_d2c_neuss
3ojcyl3l,Audi,Q3 Sportback,S line,Diesel,,SUV,compound_akb_kitzingen
3ojx5536,BMW,3er Touring,M Sportpaket,Plug-In-Hybrid,,Kombi,compound_akb_kitzingen
3ol3qrb7,Audi,e-tron Sportback,advanced,Elektro,2023-01-05,SUV,compound_akb_kitzingen
3olqaehu,Polestar,2,Longe Range Dual Motor mit Performance Paket,Elektro,,Limousine,dealer_parkhausp12bahnhofnord_rosenheim
3oorr6ko,Jeep,Compass,S,Plug-In-Hybrid,,SUV,compound_mosolf_ketzin
3oqrcv4j,Mitsubishi,Eclipse Cross,Plus,Plug-In-Hybrid,2022-07-29,SUV,compound_blg_d2c_neuss
3orme6zb,Peugeot,508 SW,Allure,Benzin,2023-01-19,Kombi,dealer_eder_peugeot_rosenheim
3ot8qhew,Tesla,Model Y,Performance,Elektro,,SUV,compound_akb_kitzingen
3otduwej,Opel,Insignia ST,Sports Tourer Elegance,Diesel,2023-01-23,Kombi,dealer_siebrecht_d2c_uslar
3oulz5jj,Seat,Alhambra,FR-Line,Benzin,2022-11-10,Van,compound_akb_kitzingen
3ove75ga,Nissan,Qashqai,Tekna 4x4,Benzin (mild-hybrid),,SUV,compound_blg_d2c_atn2_neuss
3overcuz,Audi,Q5 Sportback,S line,Diesel (mild-hybrid),,SUV,compound_akb_kitzingen
3ovfcpcf,Kia,XCeed,Spirit,Benzin,2022-12-23,SUV,compound_blg_d2c_duisburg
3ovu17nk,Mazda,MX-30,Modern Confidence,Elektro,,SUV,compound_blg_duisburg
3ovwsnf1,Opel,Crossland,Elegance,Benzin,2022-08-25,SUV,dealer_siebrecht_d2c_uslar
3oxnr8v2,Opel,Astra ST,GS Line,Plug-In-Hybrid,,Kombi,dealer_siebrecht_d2c_uslar
3oy1v10c,Kia,XCeed,Vision,Benzin,2022-07-26,SUV,compound_blg_saalanderdonau
3oyse416,Tesla,Model Y,Long Range,Elektro,,SUV,compound_akb_kitzingen
3oza4y6s,Tesla,Model Y,Long Range,Elektro,2022-11-17,SUV,compound_akb_kitzingen
3ozrtq5d,Mitsubishi,Eclipse Cross,Plus,Plug-In-Hybrid,,SUV,compound_blg_neuss
3p2lwatu,BMW,3er Touring,Modell Luxury Line,Diesel,,Kombi,compound_akb_schoeneck
3p2tynfa,Polestar,2,Pilot Plus,Elektro,,Limousine,dealer_eder_polestar_muenchen
3p4qrdu3,Audi,A6 Avant,sport,Benzin (mild-hybrid),,Kombi,compound_akb_kitzingen
03p4vytc,VW,Passat Variant,Business,Diesel,2022-08-31,Kombi,compound_arsaltmann_wolnzach
3p6gehgf,Opel,Corsa,Elegance,Benzin,,Limousine,dealer_siebrecht_d2c_uslar
3p8fbwfg,Tesla,Model 3,Long Range,Elektro,2022-12-15,Limousine,compound_akb_kitzingen
3p8n5yer,Polestar,2,Long Range Single Motor,Elektro,2022-07-03,Limousine,dealer_eder_polestar_muenchen
3p9gy0ts,Opel,Zafira Life,Edition M,Diesel,2022-10-06,Van,compound_blg_neuss
3p9jwc7a,Fiat,500 e,ICON,Elektro,2022-04-19,Kleinwagen,compound_mosolf_kippenheim
3p9xdd7s,Renault,Clio,Evolution,Benzin,2022-12-21,Limousine,compound_blg_duisburg
3p91hxef,Hyundai,KONA Elektro,Style,Elektro,,SUV,compound_blg_saalanderdonau
3p92xq80,Peugeot,508 SW,Allure,Benzin,,Kombi,dealer_eder_peugeot_rosenheim
3pbq1ht7,Opel,Insignia ST,Sports Tourer Elegance,Diesel,2022-11-30,Kombi,dealer_siebrecht_d2c_uslar
3pe03h80,BMW,X5,Basisvariante,Diesel,,SUV,compound_akb_schoeneck
3peksodq,Opel,Grandland,GS Line,Benzin,,SUV,dealer_siebrecht_d2c_uslar
3pfmxa3k,Polestar,2,Long Range Dual Motor,Elektro,2023-03-06,Limousine,dealer_parkhausp12bahnhofnord_rosenheim
3pfrtufm,Jeep,Compass,Limited,Benzin,2022-05-30,SUV,compound_mosolf_kippenheim
3pg5tonz,Peugeot,508 SW,Allure,Benzin,2023-01-12,Kombi,dealer_eder_peugeot_rosenheim
3pgpv31y,Audi,RS 5 Coupé,,Benzin,,Coupé,compound_akb_kitzingen
3pgu0sd1,Nissan,Qashqai,Tekna+,Benzin (mild-hybrid),,SUV,compound_blg_d2c_atn2_neuss
3pkztc7d,Land Rover,Range Rover Evoque,R-Dynamic HSE,Benzin (mild-hybrid),2022-11-11,SUV,compound_blg_duisburg
3pmaynb9,Opel,Insignia ST,Elegance,Benzin,,Kombi,dealer_siebrecht_d2c_uslar
3pps64l4,Seat,Alhambra,FR-Line,Benzin,2023-02-08,Van,compound_akb_kitzingen
03pr2kac,Land Rover,Range Rover Evoque,R-Dynamic SE,Diesel (mild-hybrid),,SUV,dealer_ahgeisser_karlsruhe
3prh9w9c,Opel,Astra,GS Line,Plug-In-Hybrid,,Limousine,dealer_siebrecht_d2c_uslar
3prkhyoa,Opel,Corsa,Elegance,Benzin,,Limousine,dealer_siebrecht_d2c_uslar
3pt7r1ji,Kia,Ceed Sportswagon,Spirit,Plug-In-Hybrid,,Kombi,compound_blg_saalanderdonau
3ptsjvsh,BMW,X4,M Sportpaket,Diesel,2022-11-24,SUV,compound_akb_kitzingen
3ptt8psv,Aiways,U5,Premium,Elektro,,SUV,compound_blg_saalanderdonau
3puixts8,BMW,X5,M Sportpaket,Diesel,,SUV,compound_akb_schoeneck
3pvcwlcx,Opel,Mokka e,GS Line,Elektro,,SUV,dealer_siebrecht_d2c_uslar
3pwccssx,Tesla,Model Y,Long Range,Elektro,,SUV,compound_akb_kitzingen
3pwyeitu,Land Rover,Discovery,R-Dynamic SE,Diesel (mild-hybrid),,SUV,dealer_ahgeisser_karlsruhe
3pykn46w,Fiat,500 e,ICON,Elektro,2022-11-30,Kleinwagen,compound_mosolf_kippenheim
3pylyef1,Tesla,Model 3,Long Range,Elektro,2023-02-16,Limousine,compound_akb_kitzingen
3pz5eeim,Land Rover,Range Rover Evoque,R-Dynamic SE,Diesel (mild-hybrid),2023-01-16,SUV,compound_blg_duisburg
3pzbm6cj,Skoda,Scala,Style,Benzin,2022-03-01,Limousine,compound_akb_kitzingen
3pzzr2qy,Fiat,500,Cult,Benzin (mild-hybrid),2023-02-28,Kleinwagen,compound_akb_schoeneck
3q0uqzvb,Dacia,Spring,Comfort Plus,Elektro,2022-02-14,SUV,compound_akb_schoeneck
3q2zmuxf,Opel,Crossland,Elegance,Benzin,2022-07-05,SUV,dealer_siebrecht_d2c_uslar
3q4oomeg,Audi,Q5,S line,Plug-In-Hybrid,,SUV,compound_akb_kitzingen
3q4uxh7m,Tesla,Model 3,Standard Plus,Elektro,,Limousine,compound_akb_schoeneck
03q6eznr,Opel,Insignia ST,Edition,Benzin,,Kombi,dealer_siebrecht_d2c_uslar
3q6hmncy,Kia,XCeed,Spirit,Plug-In-Hybrid,2022-08-22,SUV,compound_blg_saalanderdonau
3q7avwdj,Opel,Crossland,GS Line,Benzin,,SUV,dealer_siebrecht_d2c_uslar
3q7sqen2,Tesla,Model 3,Standard Range,Elektro,,Limousine,compound_akb_kitzingen
3q8rxzdx,Opel,Crossland,Edition,Benzin,,SUV,compound_blg_neuss
3q6661ya,Nissan,Qashqai,N-Connecta,Benzin (mild-hybrid),2022-05-25,SUV,compound_blg_d2c_atn2_neuss
3qa657p6,Kia,Picanto,Dream Team,Benzin,,Limousine,compound_blg_duisburg
3qapo8p5,Fiat,500 e,ICON,Elektro,,Kleinwagen,compound_mosolf_kippenheim
3qb7po65,Tesla,Model 3,Standard Range,Elektro,2023-01-31,Limousine,compound_akb_kitzingen
3qbs4wgf,Polestar,2,Long Range Single Motor,Elektro,2022-05-31,Limousine,dealer_eder_polestar_muenchen
3qd6376g,Opel,Astra,GS Line,Plug-In-Hybrid,,Limousine,dealer_siebrecht_d2c_uslar
3qdil6od,Kia,XCeed,Vision,Benzin,2022-08-05,SUV,compound_blg_saalanderdonau
3qfurn45,Audi,Q8,,Plug-In-Hybrid,,SUV,compound_akb_kitzingen
3qgg0xor,Opel,Mokka e,GS Line,Elektro,,SUV,dealer_siebrecht_d2c_uslar
3qi72kv6,Opel,Grandland,GS Line,Diesel,2022-11-22,SUV,dealer_siebrecht_d2c_uslar
3qifn23k,Jeep,Compass,S,Plug-In-Hybrid,2022-02-01,SUV,compound_mosolf_kippenheim
3qkjye7q,Nissan,Primastar,Tekna,Diesel,,Van,compound_blg_d2c_atn2_neuss
03ql4hmy,Jeep,Compass,S,Plug-In-Hybrid,2022-12-06,SUV,compound_mosolf_kippenheim
3qlor0cx,Audi,RS Q3 Sportback,,Benzin,,SUV,compound_akb_kitzingen
3qmfh5zu,Land Rover,Range Rover Evoque,R-Dynamic HSE,Benzin (mild-hybrid),,SUV,compound_blg_duisburg
3qnrkhcv,Opel,Grandland,GS Line,Plug-In-Hybrid,,SUV,dealer_siebrecht_d2c_uslar
3qovsgap,Nissan,Leaf,N-Connecta,Elektro,2023-01-24,Limousine,compound_blg_d2c_atn2_neuss
3qqcps1w,Tesla,Model Y,Long Range,Elektro,,SUV,compound_akb_kitzingen
3qqu7gip,Opel,Crossland,GS Line,Benzin,,SUV,dealer_siebrecht_d2c_uslar
3qrvcnwg,Opel,Astra,GS Line,Plug-In-Hybrid,,Limousine,dealer_siebrecht_d2c_uslar
3qsaktuz,BMW,3er Touring,Modell M Sport,Diesel,,Kombi,compound_akb_schoeneck
3qu3td08,Polestar,2,Long Range Single Motor,Elektro,2022-05-05,Limousine,dealer_eder_polestar_muenchen
3qva1ys3,VW,Golf Variant,Life,Benzin (mild-hybrid),,Kombi,compound_arsaltmann_wolnzach
3qvci8r9,Opel,Corsa,Edition,Benzin,,Limousine,compound_blg_neuss
3qvlj80g,Opel,Corsa,Elegance,Benzin,,Limousine,dealer_siebrecht_d2c_uslar
3qxr62a2,Kia,XCeed,Vision,Plug-In-Hybrid,2022-08-19,SUV,compound_blg_saalanderdonau
3qya8m7s,Jeep,Compass,Upland,Plug-In-Hybrid,,SUV,compound_mosolf_ketzin
3qynv7vj,Opel,Grandland X,Elegance,Benzin,2022-07-08,SUV,dealer_siebrecht_d2c_uslar
3qz76f4u,Opel,Crossland,Elegance,Benzin,2022-04-08,SUV,compound_blg_neuss
3r2ksvkv,Polestar,2,Long Range Single Motor,Elektro,,Limousine,compound_catzuelpich_zülpich
3r6whajw,Opel,Corsa,Elegance,Benzin,2022-11-02,Limousine,dealer_siebrecht_d2c_uslar
3r30taex,Nissan,Juke,N-Connecta,Benzin,2022-12-13,SUV,compound_blg_d2c_atn2_neuss
3r35ugt6,BMW,X1,Modell M Sport,Benzin,,SUV,compound_akb_kitzingen
03r87e9b,Fiat,500C,Dolcevita,Benzin (mild-hybrid),,Cabriolet,compound_mosolf_ketzin
3ra9c50l,Opel,Corsa,Elegance,Benzin,,Limousine,dealer_siebrecht_d2c_uslar
3ra0705u,Opel,Corsa,Edition,Benzin,,Limousine,compound_blg_saalanderdonau
3rarp0z8,Kia,XCeed,Vision,Benzin,2022-11-02,SUV,compound_blg_d2c_duisburg
3rcy4adr,Opel,Grandland,GS Line,Plug-In-Hybrid,,SUV,dealer_siebrecht_d2c_uslar
3re7k10d,Fiat,500 e,ICON,Elektro,2022-11-07,Kleinwagen,compound_mosolf_kippenheim
3remsrhq,Tesla,Model Y,Performance,Elektro,,SUV,compound_akb_kitzingen
3revcrp3,Nissan,Qashqai,Tekna,Benzin (mild-hybrid),,SUV,compound_blg_d2c_atn2_neuss
3rfrpqrd,Opel,Crossland,Elegance,Benzin,2022-02-04,SUV,compound_blg_saalanderdonau
3rhuh7rs,Kia,XCeed,Spirit,Plug-In-Hybrid,,SUV,compound_blg_saalanderdonau
3rk3yhf0,Opel,Mokka e,GS Line,Elektro,,SUV,dealer_siebrecht_d2c_uslar
3rkwkzep,Land Rover,Defender 110,110,Benzin,,SUV,compound_blg_duisburg
3rl4o4x6,Audi,A3 Limousine,S line,Benzin (mild-hybrid),2022-08-25,Limousine,compound_akb_kitzingen
3rloyxon,Opel,Mokka,GS Line,Benzin,,SUV,dealer_siebrecht_d2c_uslar
3rm2h64b,Opel,Mokka e,GS Line,Elektro,,SUV,dealer_siebrecht_d2c_uslar
3rof2b30,VW,Passat Variant,Business,Diesel,2023-02-21,Kombi,compound_arsaltmann_wolnzach
3rpayyez,VW,Passat Variant,Business,Benzin,,Kombi,compound_arsaltmann_wolnzach
3rq5e6zy,Audi,A8 L,,Diesel (mild-hybrid),2023-02-03,Limousine,compound_akb_kitzingen
3rq9srxe,Fiat,500C,Dolcevita,Benzin (mild-hybrid),,Cabriolet,compound_mosolf_ketzin
3rq094ly,VW,Golf Variant,Life,Benzin (mild-hybrid),,Kombi,compound_arsaltmann_wolnzach
3rqwm9ii,Citroen,C3,Shine Pack,Benzin,,Limousine,compound_akb_kitzingen
3rraqkk1,Fiat,500 e,ICON,Elektro,,Kleinwagen,compound_mosolf_kippenheim
3rrmrl10,Opel,Zafira Life,Edition,Diesel,,Van,dealer_sachsengarage_nossen
3rwmrzyy,Tesla,Model Y,Performance,Elektro,,SUV,compound_akb_kitzingen
3rxlefo8,BMW,3er Limousine,M Sportpaket,Benzin,2022-10-06,Limousine,compound_akb_kitzingen
3rzb5k27,MINI,3 Türer,Classic Trim,Benzin,2022-03-01,Limousine,compound_akb_schoeneck
3s1nrvlv,Opel,Crossland,Elegance,Benzin,2022-09-05,SUV,dealer_siebrecht_d2c_uslar
3s1olvpi,Nissan,Qashqai,N-Connecta e-POWER,Benzin,,SUV,compound_blg_d2c_atn2_neuss
3s2f7tiz,Opel,Mokka e,GS Line,Elektro,,SUV,dealer_siebrecht_d2c_uslar
3s5suve9,Fiat,500,Dolcevita,Benzin (mild-hybrid),,Kleinwagen,compound_mosolf_kippenheim
3s8td6ki,Audi,Q5 Sportback,S line,Benzin (mild-hybrid),2023-01-10,SUV,compound_akb_kitzingen
3s8wrj9f,Opel,Astra ST,GS Line,Plug-In-Hybrid,,Kombi,dealer_siebrecht_d2c_uslar
3sci3i5q,BMW,1er,Modell Advantage,Diesel,,Limousine,compound_akb_schoeneck
3sctaon3,Polestar,2,Long Range Single Motor,Elektro,2022-07-01,Limousine,dealer_eder_polestar_muenchen
3scytrwz,VW,Passat Variant,Business,Diesel,2023-03-10,Kombi,compound_arsaltmann_wolnzach
3sd20jrd,MINI,Electric,Classic Trim,Elektro,2022-10-04,Limousine,compound_akb_kitzingen
3sdithpp,BMW,X4,M Sportpaket,Benzin,2023-02-24,SUV,compound_akb_kitzingen
3sdypqbv,Audi,Q2,S line,Benzin,,SUV,compound_akb_kitzingen
3seeh2oy,Tesla,Model 3,Long Range,Elektro,,Limousine,compound_akb_kitzingen
3serzvdc,Audi,Q2,S line,Diesel,2023-02-25,SUV,compound_akb_kitzingen
3sf8027h,Jeep,Compass,Limited,Benzin,,SUV,compound_mosolf_kippenheim
3sgdjha3,Kia,XCeed,Vision,Plug-In-Hybrid,,SUV,compound_blg_duisburg
3sh9im4n,Jeep,Compass,Limited,Benzin,2022-11-29,SUV,compound_mosolf_kippenheim
3sixeejn,Opel,Grandland,GS Line,Plug-In-Hybrid,,SUV,dealer_siebrecht_d2c_uslar
3sj906y1,VW,Passat Variant,Business,Diesel,2022-11-07,Kombi,compound_arsaltmann_wolnzach
3sk3l5fx,Opel,Corsa,GS Line,Benzin,,Limousine,dealer_siebrecht_d2c_uslar
3skyjj1k,Fiat,500 e,ICON,Elektro,2022-09-15,Kleinwagen,compound_mosolf_kippenheim
3sl7inxe,Audi,RS Q3 Sportback,,Benzin,,SUV,compound_akb_kitzingen
3sljp0n4,Jeep,Compass,Limited,Benzin,,SUV,compound_mosolf_kippenheim
3slq6x0z,Audi,A3 Limousine,,Benzin (mild-hybrid),2022-12-08,Limousine,compound_akb_kitzingen
3smo0dk8,VW,Passat Variant,Business,Diesel,2022-08-30,Kombi,compound_arsaltmann_wolnzach
3sp7qkp5,Fiat,500,Dolcevita,Benzin (mild-hybrid),2022-01-31,Kleinwagen,compound_mosolf_ketzin
3spv5ac2,BMW,3er Limousine,Modell M Sport,Diesel,,Limousine,compound_akb_schoeneck
3srnrrxg,BMW,X1,Modell M Sport,Benzin,2022-09-16,SUV,compound_akb_kitzingen
3ss4hx6k,Opel,Crossland,Elegance,Benzin,,SUV,compound_blg_neuss
3suacijq,Opel,Mokka e,GS Line,Elektro,,SUV,dealer_siebrecht_d2c_uslar
3svwyei5,Opel,Crossland,Elegance,Benzin,,SUV,dealer_siebrecht_d2c_uslar
3swe1fdr,Fiat,500,Dolcevita,Benzin (mild-hybrid),2023-02-20,Kleinwagen,compound_mosolf_kippenheim
3swsvlyc,Opel,Corsa,Elegance,Benzin,2022-06-07,Limousine,dealer_siebrecht_d2c_uslar
3szbjfxa,BMW,X7,M Sportpaket,Diesel,,SUV,compound_akb_schoeneck
3t0l8imh,Jeep,Compass,Limited,Benzin,2022-06-22,SUV,compound_mosolf_kippenheim
3t6djz96,Land Rover,Range Rover Evoque,R-Dynamic SE,Diesel (mild-hybrid),2023-01-17,SUV,compound_blg_duisburg
3t6w2e1z,Tesla,Model 3,Standard Range,Elektro,,Limousine,compound_akb_kitzingen
3t10bxex,Opel,Grandland,GS Line,Benzin,,SUV,dealer_siebrecht_d2c_uslar
3t24k6n0,Opel,Mokka e,GS Line,Elektro,,SUV,dealer_siebrecht_d2c_uslar
3t987d67,Jeep,Compass,Limited,Benzin,2022-05-09,SUV,compound_mosolf_kippenheim
3t2334cg,Audi,A3 Sportback,S line,Benzin,,Limousine,compound_akb_kitzingen
3ta3f14g,Tesla,Model Y,Long Range,Elektro,,SUV,compound_akb_kitzingen
3taj7ioj,Kia,XCeed,Spirit,Benzin,,SUV,compound_blg_duisburg
3tax1kc6,Polestar,2,Long Range Dual Motor,Elektro,2023-03-08,Limousine,dealer_parkhausp12bahnhofnord_rosenheim
3tb6ostj,Opel,Mokka e,GS Line,Elektro,,SUV,dealer_siebrecht_d2c_uslar
3te6qv3w,Tesla,Model Y,Long Range,Elektro,,SUV,compound_akb_kitzingen
3tehvfru,Audi,Q2,Advanced,Benzin,,SUV,compound_akb_kitzingen
3tfgqyki,Nissan,Juke,N-Connecta,Benzin,2022-12-16,SUV,compound_blg_d2c_atn2_neuss
3tfqdtdn,Tesla,Model Y,Long Range,Elektro,,SUV,compound_akb_kitzingen
3thensg7,Opel,Mokka e,GS Line,Elektro,,SUV,dealer_siebrecht_d2c_uslar
3ti673zf,Tesla,Model Y,Long Range,Elektro,,SUV,compound_akb_kitzingen
3tj24pam,Audi,Q2,Advanced,Benzin,,SUV,compound_akb_kitzingen
3tjzdogq,Tesla,Model 3,Standard Plus,Elektro,,Limousine,compound_akb_schoeneck
3tkfc38c,Kia,Niro,Spirit,Plug-In-Hybrid,2023-03-10,SUV,compound_blg_saalanderdonau
3tl58uc2,Nissan,Qashqai,Acenta,Benzin (mild-hybrid),2022-07-06,SUV,compound_blg_d2c_atn2_neuss
03tm4x6x,BMW,X5,M Sportpaket,Diesel,,SUV,compound_akb_schoeneck
3tm1457n,Audi,Q3 Sportback,S line,Diesel,,SUV,compound_akb_kitzingen
3tmb80fo,Jeep,Compass,Limited,Benzin,2022-11-18,SUV,compound_mosolf_kippenheim
3tmspozz,VW,Golf Variant,Life,Benzin (mild-hybrid),,Kombi,compound_arsaltmann_wolnzach
3tnan30w,Nissan,Qashqai,Tekna+,Benzin (mild-hybrid),,SUV,compound_blg_d2c_atn2_neuss
3to4noa7,Tesla,Model Y,Long Range,Elektro,,SUV,compound_akb_kitzingen
3tosf6um,Audi,Q5,S line,Plug-In-Hybrid,,SUV,compound_akb_kitzingen
3tquxffh,Citroen,C3,Shine Pack,Benzin,,Limousine,compound_akb_kitzingen
3tr05xzz,Opel,Crossland,GS Line,Benzin,2022-09-16,SUV,dealer_siebrecht_d2c_uslar
3tr7oz1j,BMW,1er,Modell M Sport,Benzin,,Limousine,compound_akb_schoeneck
3ttqrtmu,BMW,4er Coupé,Modell M Sport,Diesel,,Coupé,compound_akb_schoeneck
3ttw8a82,Fiat,500C,Dolcevita,Benzin (mild-hybrid),2022-12-15,Cabriolet,compound_mosolf_ketzin
3tv3qtx3,Nissan,Qashqai,N-Connecta,Benzin (mild-hybrid),,SUV,compound_blg_d2c_atn2_neuss
3ty6hj70,Toyota,Aygo X,Pulse,Benzin,,Limousine,compound_blg_saalanderdonau
3tyj1f7o,BMW,X1,Modell Sport Line,Benzin,,SUV,compound_akb_schoeneck
3u2ucm35,Polestar,2,Dual Motor Performance,Elektro,,Limousine,dealer_eder_polestar_muenchen
3u3q033s,Mitsubishi,Eclipse Cross,Plus,Plug-In-Hybrid,,SUV,compound_blg_neuss
3u4au2uo,VW,Passat Variant,Business,Diesel,2022-08-31,Kombi,compound_arsaltmann_wolnzach
3u5b6egy,MG,ZS,Luxury,Elektro,,SUV,compound_blg_saalanderdonau
3u5hax5s,Nissan,Qashqai,N-Connecta,Benzin (mild-hybrid),2023-02-01,SUV,compound_blg_d2c_atn2_neuss
3u6d8dxs,Opel,Corsa,Elegance,Benzin,,Limousine,dealer_siebrecht_d2c_uslar
