finn_car_id,product_brand,purchasing_model,purchasing_model_line,product_fuel,helper_subscription_handover_date,product_body_type,delivery_compound_location
e8a3kkfl,Kia,Picanto,Dream Team,Benzin,2023-03-13,Limousine,compound_blg_d2c_duisburg
e8caq92d,BMW,X3,M Automobile,Diesel,2022-05-31,SUV,compound_akb_schoeneck
e8enbdli,Ford,Focus,ST-Line,Benzin,,Limousine,dealer_eder_akf_kolbermoor
e8eqpgf4,BMW,5er Limousine,M Sportpaket,Diesel,2022-10-06,Limousine,compound_akb_kitzingen
e8ey00zc,BMW,4er Cabrio,Modell M Sport,Benzin,,Cabriolet,compound_akb_kitzingen
e8fymq25,Opel,Grandland,GS Line,Benzin,,SUV,dealer_siebrecht_d2c_uslar
e8g3hxcw,Opel,Zafira Life,Edition,Diesel,,Van,dealer_siebrecht_d2c_uslar
e8g8ti7j,Nissan,Leaf,N-Connecta,Elektro,,Limousine,compound_blg_d2c_atn2_neuss
e8hejwa5,Tesla,Model Y,Long Range,Elektro,,SUV,compound_akb_kitzingen
e8ijrgrh,Tesla,Model Y,Long Range,Elektro,,SUV,compound_akb_kitzingen
e8js0sd9,Audi,S3 Sportback,,Benzin,,Kombi,compound_akb_kitzingen
e8k6b4p6,Opel,Corsa,GS Line,Benzin,,Limousine,dealer_sachsengarage_nossen
e8lvtmrf,BMW,3er Touring,Modell M Sport,Benzin,2022-09-21,Kombi,compound_akb_kitzingen
e8nbx8wa,Opel,Mokka e,GS Line,Elektro,2022-01-17,SUV,dealer_siebrecht_d2c_uslar
e8nsfia8,Kia,XCeed,Vision,Plug-In-Hybrid,2022-10-25,SUV,compound_blg_d2c_duisburg
e8om7bqg,Fiat,500 e,ICON,Elektro,2022-10-25,Kleinwagen,compound_mosolf_kippenheim
e8outddk,Polestar,2,Long Range Single Motor,Elektro,2022-02-08,Limousine,dealer_eder_polestar_muenchen
e8pzeqjg,Opel,Mokka e,GS Line,Elektro,,SUV,dealer_siebrecht_d2c_uslar
e8rm7vp4,Hyundai,KONA Elektro,Trend – Facelift 2021,Elektro,,SUV,compound_blg_saalanderdonau
e8rrhmwk,Fiat,500,Lounge,Benzin (mild-hybrid),2022-10-11,Kleinwagen,compound_mosolf_ketzin
e8rtkho8,Tesla,Model 3,Long Range,Elektro,2022-10-26,Limousine,compound_akb_kitzingen
e8s8dy01,BMW,X5,M Sportpaket,Diesel,2023-02-14,SUV,compound_akb_kitzingen
e8sw6455,Opel,Crossland,Elegance,Benzin,,SUV,compound_blg_neuss
e8tekzlv,Audi,Q5 Sportback,S line,Benzin (mild-hybrid),,SUV,compound_akb_kitzingen
e8tlxumm,Opel,Mokka e,GS Line,Elektro,2023-02-22,SUV,dealer_siebrecht_d2c_uslar
e8to52q7,Opel,Grandland X,Edition,Benzin,,SUV,dealer_siebrecht_d2c_uslar
e8v8ghv2,Fiat,500 e,ICON,Elektro,2022-11-04,Kleinwagen,compound_mosolf_kippenheim
e8w281kb,Ford,Puma,ST-Line,Benzin,,SUV,dealer_eder_akf_kolbermoor
e8wt80ef,Kia,Rio,Vision,Benzin,,Limousine,compound_blg_d2c_duisburg
e8ycwg0j,Mitsubishi,Eclipse Cross,Plus,Plug-In-Hybrid,,SUV,compound_blg_neuss
e8z1rkhx,Opel,Crossland,Elegance,Benzin,2022-06-23,SUV,dealer_siebrecht_d2c_uslar
e9a7xz6h,Mitsubishi,Eclipse Cross,Select,Plug-In-Hybrid,2022-07-22,SUV,compound_blg_d2c_neuss
e9aevi88,Opel,Corsa,Elegance,Benzin,,Limousine,dealer_siebrecht_d2c_uslar
e9aqbca6,Tesla,Model Y,Long Range,Elektro,,SUV,compound_akb_kitzingen
e9bfsn75,Nissan,Qashqai,N-Connecta,Benzin (mild-hybrid),2022-05-16,SUV,compound_blg_d2c_atn2_neuss
e9brgqov,Jeep,Compass,S,Plug-In-Hybrid,2022-03-01,SUV,compound_mosolf_kippenheim
e9f2ogcj,Opel,Insignia,Grand Sport Ultimate,Benzin,2023-02-21,Limousine,dealer_siebrecht_d2c_uslar
e9guz1i9,Nissan,Qashqai,N-Connecta,Benzin (mild-hybrid),2022-06-02,SUV,compound_blg_d2c_atn2_neuss
e9hfxo16,Polestar,2,Pilot Plus,Elektro,,Limousine,dealer_eder_polestar_muenchen
e09iofqq,Peugeot,508 SW,Allure,Benzin,2023-01-20,Kombi,dealer_eder_peugeot_rosenheim
e9j79ikc,Audi,Q2,Advanced,Benzin,,SUV,compound_akb_kitzingen
e9jug9o4,Opel,Corsa,Elegance,Benzin,,Limousine,dealer_siebrecht_d2c_uslar
e9nkab0b,Opel,Mokka e,GS Line,Elektro,,SUV,dealer_siebrecht_d2c_uslar
e9op8jn7,Opel,Insignia ST,Elegance,Benzin,2022-01-11,Kombi,dealer_siebrecht_d2c_uslar
e9s4pd2v,Mazda,MX-30,Komfort-Paket,Elektro,,SUV,compound_blg_duisburg
e9v5j7fb,Opel,Insignia ST,Elegance,Benzin,2023-02-15,Kombi,dealer_siebrecht_d2c_uslar
e9vqbyji,BMW,1er,Modell Advantage,Benzin,,Limousine,compound_akb_schoeneck
e9vr8ep5,Tesla,Model Y,Long Range,Elektro,,SUV,compound_akb_kitzingen
e9vxrveq,Audi,SQ5,,Diesel (mild-hybrid),,SUV,compound_akb_kitzingen
e9vz4n6x,Opel,Astra,GS Line,Plug-In-Hybrid,,Limousine,dealer_siebrecht_d2c_uslar
e9x9qki4,Opel,Corsa,Elegance,Benzin,,Limousine,dealer_siebrecht_d2c_uslar
e9x9xmoc,Nissan,Leaf,N-Connecta,Elektro,2023-01-23,Limousine,compound_blg_d2c_atn2_neuss
e9y0u308,BMW,3er Touring,M Sportpaket,Plug-In-Hybrid,2023-01-30,Kombi,compound_akb_kitzingen
e9ydvkbr,Tesla,Model Y,Performance,Elektro,,SUV,compound_akb_kitzingen
e10zpzed,Jeep,Compass,S,Plug-In-Hybrid,2023-02-14,SUV,compound_mosolf_kippenheim
e13ea88x,Dacia,Spring,Comfort Plus,Elektro,2022-02-08,SUV,compound_akb_schoeneck
e14lqwt5,Opel,Grandland,GS Line,Plug-In-Hybrid,,SUV,dealer_siebrecht_d2c_uslar
e17kumib,Fiat,500C,Dolcevita,Benzin (mild-hybrid),,Cabriolet,compound_mosolf_ketzin
e18pwqq5,Opel,Crossland,GS Line,Benzin,2022-05-13,SUV,dealer_siebrecht_d2c_uslar
e18u5qdl,Tesla,Model Y,Long Range,Elektro,2022-12-07,SUV,compound_akb_kitzingen
e19awnpe,Opel,Corsa e,GS Line,Elektro,,Limousine,dealer_siebrecht_d2c_uslar
e21nxztw,Fiat,500,Dolcevita,Benzin (mild-hybrid),,Kleinwagen,compound_mosolf_kippenheim
e23s9rb0,Fiat,500,Dolcevita,Benzin (mild-hybrid),,Kleinwagen,compound_mosolf_kippenheim
e24ph5ga,Tesla,Model 3,Long Range,Elektro,,Limousine,compound_akb_buch
e25ekfqs,Opel,Insignia ST,Sports Tourer Elegance,Diesel,2022-12-01,Kombi,dealer_siebrecht_d2c_uslar
e26qy0ci,Polestar,2,Standard Range Single Motor,Elektro,2022-05-02,Limousine,dealer_eder_polestar_muenchen
e27pvr8j,BMW,5er Touring,Modell Luxury Line,Diesel,,Kombi,compound_akb_schoeneck
e30df6xa,Toyota,Aygo X,Pulse,Benzin,,Limousine,compound_blg_saalanderdonau
e031lubd,VW,Passat Variant,Business,Diesel,2022-09-02,Kombi,compound_arsaltmann_wolnzach
e32fq8i9,Nissan,Qashqai,Acenta,Benzin (mild-hybrid),2022-06-24,SUV,compound_blg_d2c_atn2_neuss
e34i9d8d,Opel,Astra ST,Edition,Benzin,,Kombi,dealer_siebrecht_d2c_uslar
e37r5l7t,Opel,Corsa e,GS Line,Elektro,,Limousine,dealer_siebrecht_d2c_uslar
e39hecbs,Renault,Clio,Evolution,Benzin,2023-01-12,Limousine,compound_blg_duisburg
e42yjs2c,Opel,Insignia ST,Sports Tourer Elegance,Diesel,2023-02-09,Kombi,dealer_siebrecht_d2c_uslar
e44c1h89,Opel,Grandland,GS Line,Benzin,2022-06-01,SUV,dealer_siebrecht_d2c_uslar
e44pmwi4,Citroen,C3,Shine Pack,Benzin,2022-09-15,Limousine,compound_akb_kitzingen
e45m6tou,Fiat,500 e,ICON,Elektro,2022-08-30,Kleinwagen,compound_mosolf_kippenheim
e45n2nkz,MG,4,Luxury,Elektro,2023-03-17,Limousine,compound_carserviceerkens_wachtendonk
e46ylmsh,Jeep,Compass,Upland,Plug-In-Hybrid,2023-02-17,SUV,compound_mosolf_kippenheim
e46ywjm8,Opel,Zafira Life,Edition M,Diesel,,Van,dealer_siebrecht_d2c_uslar
e48abqld,Audi,A6 Avant,sport,Diesel (mild-hybrid),,Kombi,compound_akb_kitzingen
e49b68bb,Opel,Grandland,Ultimate,Benzin,,SUV,dealer_siebrecht_d2c_uslar
e50jvybt,Mazda,6 SW,Exclusive Line,Benzin,,Kombi,compound_blg_duisburg
e52fxm4b,Opel,Corsa,Edition,Benzin,2022-03-29,Limousine,dealer_siebrecht_d2c_uslar
e53ybte4,Tesla,Model Y,Long Range,Elektro,2022-12-06,SUV,compound_akb_kitzingen
e55ftyxn,Audi,RS 4 Avant,,Benzin,,Kombi,compound_akb_kitzingen
e55odwn6,Fiat,500C,Dolcevita,Benzin (mild-hybrid),,Cabriolet,compound_mosolf_ketzin
e55qo5q3,Tesla,Model 3,Standard Range,Elektro,,Limousine,compound_akb_kitzingen
e056ham6,BMW,5er Touring,M Sportpaket,Diesel,,Kombi,compound_akb_schoeneck
e56nfi84,Audi,Q5 Sportback,S line,Benzin (mild-hybrid),2022-12-02,SUV,compound_akb_kitzingen
e56nonkc,VW,Golf Variant,Life,Benzin (mild-hybrid),,Kombi,compound_arsaltmann_wolnzach
e56rmpbg,Renault,Zoe,Experience,Elektro,2021-11-11,Limousine,compound_rrg_eching
e58safnj,Opel,Grandland,GS Line,Benzin,2022-04-27,SUV,dealer_siebrecht_d2c_uslar
e62zzqxh,Audi,S3 Sportback,,Benzin,,Kombi,compound_akb_kitzingen
e64wgoiv,Nissan,Leaf,N-Connecta,Elektro,2022-10-24,Limousine,compound_blg_d2c_atn2_neuss
e69uynpj,Opel,Crossland,Elegance,Benzin,2022-09-05,SUV,dealer_siebrecht_d2c_uslar
e72n3i69,BMW,5er Touring,Modell Luxury Line,Diesel,,Kombi,compound_akb_schoeneck
e72qauak,Audi,A3 Sportback,S line,Plug-In-Hybrid,,Limousine,compound_akb_kitzingen
e72w74sw,BMW,3er Touring,Modell Luxury Line,Benzin,,Kombi,compound_akb_schoeneck
e73jm8z0,Fiat,500 e,ICON,Elektro,,Kleinwagen,compound_mosolf_kippenheim
e73wbgpw,BMW,3er Touring,M Sportpaket,Plug-In-Hybrid,,Kombi,compound_akb_kitzingen
e75abj0q,Aiways,U5,Premium,Elektro,,SUV,compound_blg_saalanderdonau
e76k2csi,Dacia,Spring,Comfort Plus,Elektro,2022-02-23,SUV,compound_akb_schoeneck
e76ooiny,BMW,5er Touring,M Sportpaket,Diesel,,Kombi,compound_akb_schoeneck
e78atyx9,Fiat,500 e,ICON,Elektro,2022-09-12,Kleinwagen,compound_mosolf_kippenheim
e78noptb,Tesla,Model Y,Long Range,Elektro,,SUV,compound_akb_kitzingen
e78u0ho1,Kia,Rio,Vision,Benzin,,Limousine,compound_blg_d2c_duisburg
e80rolun,Opel,Corsa,Edition,Benzin,,Limousine,dealer_siebrecht_d2c_uslar
e82zt9yb,Tesla,Model Y,Long Range,Elektro,,SUV,compound_akb_kitzingen
e83layc8,Opel,Zafira Life,Edition M,Diesel,,Van,dealer_sachsengarage_nossen
e83zgu1j,Jeep,Compass,Limited,Benzin,,SUV,compound_mosolf_kippenheim
e86egro5,Audi,RS 5 Sportback,,Benzin,,Limousine,compound_akb_kitzingen
e86ernfe,Fiat,500C,Dolcevita,Benzin (mild-hybrid),2022-12-16,Cabriolet,compound_mosolf_ketzin
e86rfwpv,MG,Marvel R,Luxury,Elektro,,SUV,
e87m1ca3,BMW,X5,M Sportpaket,Diesel,,SUV,compound_akb_schoeneck
e87xanql,Opel,Crossland,Elegance,Benzin,2022-10-20,SUV,dealer_siebrecht_d2c_uslar
e87ybou0,Jeep,Compass,Upland,Plug-In-Hybrid,,SUV,
e89s7gr1,Mitsubishi,Eclipse Cross,Select,Plug-In-Hybrid,2022-08-22,SUV,compound_blg_d2c_neuss
e91zn7de,Fiat,500 e,ICON,Elektro,2022-12-08,Kleinwagen,compound_mosolf_kippenheim
e93dcfzf,Cupra,Formentor,VZ5,Benzin,,SUV,compound_akb_kitzingen
e93kg36v,Tesla,Model Y,Long Range,Elektro,,SUV,compound_akb_kitzingen
e94f4sjb,Kia,Ceed Sportswagon,Spirit,Plug-In-Hybrid,,Kombi,compound_blg_saalanderdonau
e96ps42y,Opel,Corsa,Elegance,Benzin,,Limousine,dealer_siebrecht_d2c_uslar
e97jny98,Ford,Focus,ST-Line,Benzin,,Limousine,dealer_eder_akf_kolbermoor
e97ymhof,Kia,ProCeed,GT Line,Benzin,"2022-08-17, 2023-02-18",Kombi,compound_blg_saalanderdonau
e98cnoz8,Audi,A4 Avant,S line,Diesel (mild-hybrid),,Kombi,compound_akb_kitzingen
e98sm7j3,Fiat,500,Lounge,Benzin (mild-hybrid),2023-01-27,Kleinwagen,compound_mosolf_ketzin
e134qx3l,Mitsubishi,Eclipse Cross,Select,Plug-In-Hybrid,2022-08-23,SUV,compound_blg_d2c_neuss
e177kgol,Opel,Crossland,GS Line,Benzin,,SUV,dealer_siebrecht_d2c_uslar
e215qq30,Tesla,Model 3,Performance,Elektro,2022-11-18,Limousine,compound_akb_kitzingen
e262m74j,Fiat,500,Lounge,Benzin,2022-04-04,Kleinwagen,compound_mosolf_ketzin
e274cq76,Opel,Crossland,Elegance,Benzin,2022-02-25,SUV,dealer_siebrecht_d2c_uslar
e385wdsq,Opel,Corsa,Elegance,Benzin,,Limousine,dealer_siebrecht_d2c_uslar
e400nzad,Fiat,500 e,ICON,Elektro,2023-01-10,Kleinwagen,compound_mosolf_kippenheim
e410mgg2,Audi,Q3 Sportback,S line,Plug-In-Hybrid,,SUV,compound_akb_kitzingen
e494dysa,Opel,Astra,GS Line,Plug-In-Hybrid,,Limousine,dealer_siebrecht_d2c_uslar
e501awrw,Tesla,Model Y,Long Range,Elektro,,SUV,compound_akb_kitzingen
e592rsly,Audi,Q3 Sportback,S line,Plug-In-Hybrid,,SUV,compound_akb_kitzingen
e596vbht,Opel,Corsa,Elegance,Benzin,,Limousine,dealer_siebrecht_d2c_uslar
e819p8vp,MINI,Countryman,ALL4 Trim,Benzin,,SUV,compound_akb_schoeneck
e920x7se,Nissan,Qashqai,N-Connecta,Benzin (mild-hybrid),2023-02-14,SUV,compound_blg_d2c_atn2_neuss
e1205wp7,Jeep,Compass,Upland,Plug-In-Hybrid,,SUV,compound_mosolf_kippenheim
e2354os2,Fiat,500 e,ICON,Elektro,2022-02-25,Kleinwagen,compound_mosolf_kippenheim
e4883u75,Land Rover,Discovery,R-Dynamic HSE,Diesel (mild-hybrid),,SUV,compound_blg_duisburg
e6860rcl,Opel,Crossland,Elegance,Benzin,,SUV,dealer_siebrecht_d2c_uslar
e44299am,Jeep,Compass,Limited,Benzin,2022-04-21,SUV,compound_mosolf_kippenheim
e7704803,Opel,Corsa e,GS Line,Elektro,,Limousine,dealer_siebrecht_d2c_uslar
ea2ybb5s,Fiat,500,Lounge,Benzin (mild-hybrid),2022-01-11,Kleinwagen,compound_mosolf_ketzin
ea3v3v7i,Tesla,Model 3,Standard Range,Elektro,2022-12-15,Limousine,compound_akb_kitzingen
ea5ra9od,Tesla,Model 3,Long Range,Elektro,2022-11-15,Limousine,compound_akb_kitzingen
ea9fx6fp,Tesla,Model Y,Long Range,Elektro,,SUV,compound_akb_kitzingen
ea46mdoq,Audi,Q2,S line,Benzin,,SUV,compound_akb_kitzingen
eaa5ab5f,Fiat,500 e,ICON,Elektro,,Kleinwagen,compound_mosolf_kippenheim
eaashz98,Citroen,C5 Aircross,Shine Pack,Plug-In-Hybrid,,SUV,compound_akb_kitzingen
eaavyv12,Tesla,Model Y,Long Range,Elektro,,SUV,compound_akb_kitzingen
eact55qa,Kia,Picanto,Dream Team,Benzin,,Limousine,compound_blg_d2c_duisburg
eaf6x0c5,BMW,Z4,Modell M Sport,Benzin,,Cabriolet,compound_akb_schoeneck
eahznfhr,Peugeot,e-208,GT,Elektro,,Limousine,compound_akb_kitzingen
eajjc9gh,Opel,Corsa,Elegance,Benzin,,Limousine,dealer_siebrecht_d2c_uslar
eakg3olm,Peugeot,508 SW,Allure,Benzin,2023-03-24,Kombi,dealer_eder_peugeot_rosenheim
eakhq9u4,Kia,Ceed Sportswagon,Vision,Plug-In-Hybrid,2023-03-13,Kombi,compound_blg_d2c_duisburg
ealpsqb7,Hyundai,KONA Elektro,Trend – Facelift 2021,Elektro,,SUV,compound_blg_saalanderdonau
eanauadn,Fiat,500,Dolcevita,Benzin (mild-hybrid),2022-08-19,Kleinwagen,compound_mosolf_ketzin
eap5960x,Nissan,Leaf,N-Connecta,Elektro,,Limousine,compound_blg_d2c_atn2_neuss
eapb8nm3,MG,Marvel R,Luxury,Elektro,,SUV,compound_carserviceerkens_wachtendonk
eapcavpp,Fiat,500 e,ICON,Elektro,2022-09-28,Kleinwagen,compound_mosolf_kippenheim
eaqu4wsa,Opel,Crossland,GS Line,Benzin,2022-05-25,SUV,dealer_siebrecht_d2c_uslar
eargpmag,BMW,iX,Sportpaket,Elektro,2023-04-11,SUV,compound_akb_kitzingen
easzrex8,Tesla,Model Y,Long Range,Elektro,2022-12-13,SUV,compound_akb_kitzingen
eawhuv23,Opel,Mokka,GS Line,Benzin,2022-04-19,SUV,dealer_siebrecht_d2c_uslar
eawxqufj,VW,Passat Variant,Business,Diesel,2023-01-13,Kombi,compound_arsaltmann_wolnzach
eb2aztuj,Audi,Q8,competition plus,Plug-In-Hybrid,,SUV,compound_akb_kitzingen
eb3va6ii,Audi,A3 Limousine,S line,Diesel,2022-09-20,Limousine,compound_akb_kitzingen
eb5uf236,Opel,Astra ST,GS Line,Plug-In-Hybrid,,Kombi,dealer_siebrecht_d2c_uslar
eb6zlrdk,Tesla,Model Y,Long Range,Elektro,,SUV,compound_akb_kitzingen
eb58vfo1,Tesla,Model Y,Performance,Elektro,,SUV,compound_akb_kitzingen
eb457ur4,VW,Multivan T6 1,Comfortline KR,Diesel,2022-11-08,Van,compound_akb_kitzingen
ebakkxf6,Polestar,2,Standard Range Single Motor,Elektro,2022-03-01,Limousine,dealer_eder_polestar_muenchen
ebciolhi,Audi,A3 Sportback,S line,Benzin (mild-hybrid),,Limousine,compound_akb_kitzingen
ebcuwo2l,Fiat,500,Dolcevita,Benzin (mild-hybrid),2022-08-26,Kleinwagen,compound_mosolf_ketzin
ebe3h3yn,Polestar,2,Pilot Plus,Elektro,,Limousine,dealer_eder_polestar_muenchen
ebejgb4f,Dacia,Spring,Comfort Plus,Elektro,2022-02-10,SUV,compound_akb_schoeneck
ebeyrhip,Nissan,Qashqai,Tekna,Benzin (mild-hybrid),,SUV,compound_blg_d2c_atn2_neuss
ebg3wrdq,Tesla,Model 3,Long Range,Elektro,2022-12-06,Limousine,compound_akb_kitzingen
ebi4uls0,BMW,iX3,Impressive,Elektro,2022-08-04,SUV,compound_akb_kitzingen
ebjsnnej,BMW,5er Touring,M Sportpaket,Diesel,,Kombi,compound_akb_schoeneck
eblmllb3,Ford,Fiesta,Cool + Connect,Benzin,,Limousine,dealer_eder_akf_kolbermoor
ebm6d3w1,Kia,XCeed,Vision,Plug-In-Hybrid,2022-08-10,SUV,compound_blg_saalanderdonau
ebnn19yo,Mazda,MX-30,Modern Confidence,Elektro,,SUV,compound_blg_saalanderdonau
ebodk3i2,Jeep,Compass,Limited,Benzin,2022-04-14,SUV,compound_mosolf_kippenheim
ebpzr9c3,Opel,Corsa,Elegance,Benzin,,Limousine,dealer_siebrecht_d2c_uslar
ebrcyxsn,Audi,Q2,S line,Benzin,,SUV,compound_akb_kitzingen
ebrgemk7,Opel,Grandland,GS Line,Benzin,,SUV,dealer_siebrecht_d2c_uslar
ebslpnrn,Opel,Grandland,GS Line,Benzin,,SUV,dealer_siebrecht_d2c_uslar
ebssj5r6,Audi,RS Q3,,Benzin,,SUV,compound_akb_kitzingen
ebt2hv1h,Opel,Astra ST,GS Line,Plug-In-Hybrid,,Kombi,dealer_siebrecht_d2c_uslar
ebunlc0c,Fiat,500 e,ICON,Elektro,2022-09-29,Kleinwagen,compound_mosolf_kippenheim
ebuq17eo,MG,4,Luxury,Elektro,,Limousine,compound_carserviceerkens_wachtendonk
ebvau33b,Opel,Corsa,Elegance,Benzin,,Limousine,dealer_siebrecht_d2c_uslar
ebvdvlm0,Opel,Corsa,Edition,Benzin,,Limousine,dealer_siebrecht_d2c_uslar
ebwbbxyl,Opel,Corsa,Elegance,Benzin,,Limousine,dealer_siebrecht_d2c_uslar
ec0psiaz,Hyundai,KONA Elektro,Style + Assistant,Elektro,,SUV,compound_blg_saalanderdonau
ec0qb1q3,VW,Golf Variant,Life,Benzin (mild-hybrid),,Kombi,compound_arsaltmann_wolnzach
ec0vnkx7,VW,Passat Variant,Business,Diesel,2022-09-02,Kombi,compound_arsaltmann_wolnzach
ec2ybgwk,Kia,e-Niro,Spirit,Elektro,,SUV,compound_blg_duisburg
ec3feye4,Peugeot,e-208,GT,Elektro,2022-07-28,Limousine,compound_akb_kitzingen
ec7xal7y,BMW,X6,M Sportpaket,Diesel,,SUV,compound_akb_schoeneck
ec9hupc0,Tesla,Model 3,Long Range,Elektro,2023-02-03,Limousine,compound_akb_kitzingen
ec9qnx8g,Jeep,Compass,Limited,Benzin,2022-10-28,SUV,compound_mosolf_kippenheim
ec73bltk,Fiat,500C,Dolcevita,Benzin (mild-hybrid),2022-11-29,Cabriolet,compound_mosolf_ketzin
ec90cm9b,Polestar,2,Long Range Dual Motor,Elektro,2022-06-24,Limousine,dealer_eder_polestar_muenchen
ec968ezq,Audi,SQ8,,Benzin,2022-10-20,SUV,compound_akb_kitzingen
ecabpflj,Opel,Corsa e,GS Line,Elektro,,Limousine,dealer_siebrecht_d2c_uslar
ecboc6x2,Jeep,Compass,Upland,Plug-In-Hybrid,,SUV,compound_mosolf_ketzin
ecbx5cek,Tesla,Model Y,Long Range,Elektro,,SUV,compound_akb_kitzingen
ecc2xr1m,Kia,XCeed,Spirit,Benzin,2023-02-01,SUV,compound_blg_d2c_duisburg
eccfh45u,Opel,Mokka,GS Line,Benzin,,SUV,dealer_siebrecht_d2c_uslar
ecd3rejr,Opel,Grandland,GS Line,Plug-In-Hybrid,,SUV,dealer_siebrecht_d2c_uslar
ecejk7zt,Opel,Corsa e,GS Line,Elektro,,Limousine,dealer_siebrecht_d2c_uslar
ecg4drig,Ford,Focus,ST-Line,Benzin,,Kombi,dealer_eder_akf_kolbermoor
ecgohia2,Opel,Astra,GS Line,Plug-In-Hybrid,,Limousine,dealer_siebrecht_d2c_uslar
ecgrshvp,Opel,Grandland,GS Line,Benzin,2022-11-29,SUV,dealer_siebrecht_d2c_uslar
ecj4ytmp,BMW,1er,Modell M Sport,Benzin,2022-09-13,Limousine,compound_akb_kitzingen
ecj9s03c,Peugeot,2008,Allure,Benzin,,SUV,compound_akb_kitzingen
ecjhguj7,Fiat,500C,Dolcevita,Benzin (mild-hybrid),,Cabriolet,compound_mosolf_ketzin
eckh2v3q,VW,Golf Variant,Life,Benzin (mild-hybrid),,Kombi,compound_arsaltmann_wolnzach
ecn8jlp9,Fiat,500 e,ICON,Elektro,2023-01-04,Kleinwagen,compound_mosolf_kippenheim
ecnitgb8,Opel,Mokka e,GS Line,Elektro,2023-02-03,SUV,dealer_siebrecht_d2c_uslar
ecntfnog,BMW,X4,Modell M Sport,Diesel,,SUV,compound_akb_schoeneck
ecp0aay2,Tesla,Model 3,Long Range,Elektro,2023-02-07,Limousine,compound_akb_kitzingen
ecq1d1ru,Opel,Crossland,Elegance,Benzin,2022-11-03,SUV,dealer_siebrecht_d2c_uslar
ecqr0o4g,Dacia,Spring,Comfort Plus,Elektro,,SUV,compound_akb_schoeneck
ecuhi1b1,Opel,Zafira Life,Edition M,Diesel,2022-03-01,Van,dealer_siebrecht_d2c_uslar
ecui3or6,Fiat,500C,Dolcevita,Benzin (mild-hybrid),,Cabriolet,compound_mosolf_ketzin
ecwolb5i,Audi,A4 Avant,S line,Benzin (mild-hybrid),,Kombi,compound_akb_kitzingen
ecxmj2mk,BMW,2er Coupé,Modell Sport Line,Benzin,,Coupé,compound_akb_schoeneck
ecy7xw7q,Audi,Q2,Advanced,Benzin,,SUV,compound_akb_kitzingen
ed1xp99q,Opel,Corsa,GS Line,Benzin,,Limousine,dealer_siebrecht_d2c_uslar
ed4t2rw0,Opel,Corsa e,GS Line,Elektro,,Limousine,dealer_siebrecht_d2c_uslar
ed5mbiw7,Nissan,Qashqai,Acenta,Benzin (mild-hybrid),2022-05-03,SUV,compound_blg_d2c_atn2_neuss
ed6crpke,Opel,Corsa,Elegance,Benzin,,Limousine,dealer_siebrecht_d2c_uslar
ed6zd7zt,Opel,Mokka e,GS Line,Elektro,,SUV,dealer_siebrecht_d2c_uslar
ed8mgr56,Fiat,500,Dolcevita,Benzin (mild-hybrid),,Kleinwagen,compound_mosolf_kippenheim
ed9vkqfa,Nissan,Qashqai,N-Connecta,Benzin (mild-hybrid),,SUV,compound_blg_d2c_atn2_neuss
edaxxqw2,Tesla,Model Y,Long Range,Elektro,,SUV,compound_akb_kitzingen
edd2per3,Opel,Grandland,GS Line,Plug-In-Hybrid,,SUV,dealer_siebrecht_d2c_uslar
eddhkqv8,Tesla,Model Y,Long Range,Elektro,,SUV,compound_akb_kitzingen
eddk8fj2,BMW,X5,M Sportpaket,Diesel,,SUV,compound_akb_schoeneck
ede9d0m3,Polestar,2,Pilot Plus,Elektro,,Limousine,dealer_eder_polestar_muenchen
edefettz,Fiat,500 e,ICON,Elektro,2022-12-12,Kleinwagen,compound_mosolf_kippenheim
edg04h0j,Opel,Zafira Life,Edition M,Diesel,2022-09-12,Van,compound_blg_akf_neuss
edlfxfmn,Fiat,500,Dolcevita,Benzin (mild-hybrid),,Kleinwagen,compound_mosolf_kippenheim
edlxijox,Opel,Corsa,Elegance,Benzin,,Limousine,dealer_siebrecht_d2c_uslar
edm1o1ay,Mazda,CX-5,Exclusive Line,Benzin,,SUV,compound_blg_saalanderdonau
edoz93vm,Fiat,500C,Dolcevita,Benzin (mild-hybrid),2022-09-29,Cabriolet,compound_mosolf_ketzin
edq9wpk7,BMW,2er Active Tourer,M Sportpaket,Diesel,2022-10-25,Van,compound_akb_kitzingen
edqh6cfm,Tesla,Model Y,Long Range,Elektro,,SUV,compound_akb_kitzingen
edswveqv,BMW,X6,M Sportpaket,Diesel,,SUV,compound_akb_schoeneck
edt5i8st,Opel,Corsa,Elegance,Benzin,,Limousine,dealer_siebrecht_d2c_uslar
edt07hv4,BMW,X5,M Automobile,Benzin,2022-10-14,SUV,compound_akb_kitzingen
eduqkjbf,Opel,Grandland X,Ultimate,Diesel,,SUV,compound_blg_saalanderdonau
edv13b68,Land Rover,Range Rover Velar,R-Dynamic SE,Diesel (mild-hybrid),2022-10-07,SUV,dealer_ahgeisser_karlsruhe
edwcrce3,Opel,Astra,GS Line,Plug-In-Hybrid,,Limousine,dealer_siebrecht_d2c_uslar
edx6jtkw,Opel,Crossland,Elegance,Benzin,2023-01-18,SUV,dealer_siebrecht_d2c_uslar
edxp4qtl,Tesla,Model Y,Long Range,Elektro,,SUV,compound_akb_kitzingen
edyzi4e9,Opel,Crossland,Elegance,Benzin,,SUV,compound_blg_neuss
